City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
393,Bol,TD,2022-07-16 19:30:35,13.4586,14.7147,78.85,74,99,3.38
394,Lasa,IT,2022-07-16 19:30:35,46.6166,10.7002,65.08,78,0,5.32
395,Monrovia,LR,2022-07-16 19:26:13,6.3005,-10.7969,76.77,82,100,11.88
396,Burhaniye,TR,2022-07-16 19:30:36,39.5004,26.9727,80.51,47,0,19.57
397,Adrar,MR,2022-07-16 19:30:36,20.5022,-10.0711,101.1,7,100,13.38
398,Nador,MA,2022-07-16 19:30:36,35.174,-2.9287,82.47,57,0,4.61
399,Camana,PE,2022-07-16 19:30:37,-16.6228,-72.7111,61.75,77,64,13.35
400,Businga,CD,2022-07-16 19:30:37,3.3333,20.8833,71.71,95,43,1.9
401,Rafaela,AR,2022-07-16 19:30:38,-31.2503,-61.4867,46.99,61,100,8.01
402,Road Town,VG,2022-07-16 19:30:38,18.4167,-64.6167,89.69,74,40,9.22
403,Kalia,BD,2022-07-16 19:30:38,23.0396,89.6328,82.15,84,32,9.17
404,Mahajanga,MG,2022-07-16 19:30:39,-15.7167,46.3167,75.22,60,40,6.91
405,Coquimbo,CL,2022-07-16 19:30:39,-29.9533,-71.3436,58.73,62,0,6.91
406,Hwange,ZW,2022-07-16 19:30:40,-18.3693,26.5019,60.73,37,2,6.42
407,Sinegorskiy,RU,2022-07-16 19:30:40,48.0139,40.8447,71.94,58,100,4.83
408,Byron Bay,AU,2022-07-16 19:25:57,-28.65,153.6167,49.71,85,7,8.57
409,Krasnoselkup,RU,2022-07-16 19:26:56,65.7,82.4667,53.73,87,63,11.01
410,Sunrise Manor,US,2022-07-16 19:31:41,36.2111,-115.0731,109.72,19,0,5.75
411,Treinta Y Tres,UY,2022-07-16 19:31:41,-33.2333,-54.3833,49.41,93,91,15.64
412,Tuburan,PH,2022-07-16 19:31:41,6.6439,122.2736,78.35,82,100,2.01
413,Arman,RU,2022-07-16 19:31:42,59.7,150.1667,55.02,93,96,1.77
414,Limbdi,IN,2022-07-16 19:31:42,22.5667,71.8,81.19,85,75,16.35
415,Hamilton,US,2022-07-16 19:30:20,39.1834,-84.5333,92.95,51,20,14.97
416,Puerto Maldonado,PE,2022-07-16 19:31:43,-12.6,-69.1833,90.0,58,75,6.91
417,Kroya,ID,2022-07-16 19:31:43,-7.6331,109.2461,75.31,92,42,6.91
418,Pryazha,RU,2022-07-16 19:31:44,61.6926,33.6216,58.24,86,7,5.44
419,Teguise,ES,2022-07-16 19:31:44,29.0605,-13.564,71.82,73,20,18.41
420,San Cristobal,VE,2022-07-16 19:31:44,7.7669,-72.225,78.98,44,14,5.99
421,Hassleholm,SE,2022-07-16 19:31:45,56.1591,13.7664,62.15,64,25,7.49
422,Xining,CN,2022-07-16 19:31:45,36.6167,101.7667,53.94,79,100,2.93
423,Onega,RU,2022-07-16 19:31:46,63.9061,38.1404,54.91,94,19,6.87
424,Mackenzie,CA,2022-07-16 19:31:46,55.2999,-123.1698,62.82,63,75,8.05
425,Wote,KE,2022-07-16 19:31:46,-1.7808,37.6288,61.27,82,11,6.24
426,Russell,US,2022-07-16 19:31:47,32.3502,-85.1999,91.9,51,20,0.0
427,Lagoa,PT,2022-07-16 19:31:47,39.05,-27.9833,70.29,88,0,10.4
428,Santa Rosa,PH,2022-07-16 19:31:47,14.3122,121.1114,78.78,91,100,2.37
429,Henties Bay,,2022-07-16 19:31:48,-22.116,14.2845,65.77,48,0,1.92
430,Amudat,UG,2022-07-16 19:27:16,1.95,34.95,71.22,73,96,1.74
431,Anaconda,US,2022-07-16 19:31:49,46.1285,-112.9423,85.19,17,19,7.61
432,Husavik,IS,2022-07-16 19:31:49,66.0449,-17.3389,53.17,84,100,5.55
433,Samarai,PG,2022-07-16 19:31:49,-10.6167,150.6667,79.11,82,47,16.31
434,Port Lincoln,AU,2022-07-16 19:30:24,-34.7333,135.8667,55.49,77,6,18.19
435,Pacific Grove,US,2022-07-16 19:31:50,36.6177,-121.9166,77.23,87,20,10.36
436,Argayash,RU,2022-07-16 19:31:50,55.4888,60.8767,69.49,82,3,12.01
437,Strezhevoy,RU,2022-07-16 19:31:51,60.7333,77.5889,52.41,86,72,6.15
438,Maralal,KE,2022-07-16 19:31:51,1.0968,36.698,60.26,73,80,6.62
439,Ko Samui,TH,2022-07-16 19:31:51,9.5357,99.9357,82.22,76,100,11.88
440,Mattru,SL,2022-07-16 19:31:52,7.6244,-11.8332,73.85,97,99,2.68
441,Saint-Raymond,CA,2022-07-16 19:31:52,45.467,-73.6095,86.05,42,40,16.11
442,Caravelas,BR,2022-07-16 19:31:52,-17.7125,-39.2481,73.29,79,7,5.68
443,Baherden,TM,2022-07-16 19:31:53,38.4362,57.4316,87.93,12,0,2.33
444,Bay City,US,2022-07-16 19:27:09,43.5945,-83.8889,80.92,65,100,4.61
445,Riyadh,SA,2022-07-16 19:28:34,24.6877,46.7219,95.14,9,96,11.01
446,Saint-Joseph,RE,2022-07-16 19:31:53,-21.3667,55.6167,66.58,75,15,13.96
447,Oroquieta,PH,2022-07-16 19:31:54,8.4858,123.8044,75.58,91,99,4.83
448,Pembroke,CA,2022-07-16 19:30:24,45.8168,-77.1162,81.18,46,99,3.44
449,Benguela,AO,2022-07-16 19:31:54,-12.5763,13.4055,68.34,88,0,3.89
450,Oshikango,,2022-07-16 19:31:55,-17.4,15.8833,58.95,33,0,7.9
451,Muroto,JP,2022-07-16 19:31:55,33.2833,134.15,77.38,84,51,2.44
452,Japura,ID,2022-07-16 19:31:55,-0.3167,102.35,73.94,94,14,2.13
453,Antsohihy,MG,2022-07-16 19:31:56,-14.8796,47.9875,69.96,58,41,10.25
454,Sidi Ali,DZ,2022-07-16 19:31:56,36.0998,0.4206,76.1,74,0,8.05
455,Catalina,US,2022-07-16 19:32:02,32.5056,-110.9211,102.31,33,0,7.0
456,Banyo,CM,2022-07-16 19:32:56,6.75,11.8167,65.57,96,100,1.95
457,Ilulissat,GL,2022-07-16 19:32:57,69.2167,-51.1,46.42,71,20,4.61
458,Tabou,CI,2022-07-16 19:32:57,4.423,-7.3528,75.65,84,100,9.66
459,Aksu,CN,2022-07-16 19:32:58,41.1231,80.2644,77.5,35,4,1.74
460,Havre-Saint-Pierre,CA,2022-07-16 19:32:58,50.2334,-63.5986,68.36,56,40,8.05
461,Rio Gallegos,AR,2022-07-16 19:31:39,-51.6226,-69.2181,32.05,100,100,2.3
462,Mayumba,GA,2022-07-16 19:32:58,-3.432,10.6554,70.48,91,100,6.13
463,Saint-Augustin,CA,2022-07-16 19:32:59,51.226,-58.6502,69.6,40,50,5.91
464,Fenyi,CN,2022-07-16 19:32:59,27.8112,114.6681,82.0,81,100,3.2
465,Barra,BR,2022-07-16 19:33:00,-11.0894,-43.1417,85.51,31,0,4.34
466,Evensk,RU,2022-07-16 19:33:00,61.95,159.2333,55.15,80,100,3.11
467,Garowe,SO,2022-07-16 19:33:00,8.4054,48.4845,81.07,46,22,29.53
468,Paramonga,PE,2022-07-16 19:33:01,-10.6667,-77.8333,63.59,78,44,14.25
469,Ewa Beach,US,2022-07-16 19:33:01,21.3156,-158.0072,82.44,60,75,13.8
470,Velingara,SN,2022-07-16 19:33:02,13.15,-14.1167,84.38,71,41,8.93
471,El Sauce,NI,2022-07-16 19:33:02,12.8869,-86.539,89.91,49,99,8.88
472,Grajau,BR,2022-07-16 19:33:02,-5.8194,-46.1386,93.15,32,22,2.33
473,Milkovo,RU,2022-07-16 19:33:03,54.7167,158.6167,65.7,81,26,3.22
474,Igarka,RU,2022-07-16 19:33:03,67.4667,86.5833,56.77,62,96,0.87
475,Harper,LR,2022-07-16 19:33:04,4.375,-7.7169,75.52,84,100,10.02
476,Noyabrsk,RU,2022-07-16 19:33:04,63.1994,75.4507,58.59,60,87,10.89
477,Toamasina,MG,2022-07-16 19:33:04,-18.1667,49.3833,68.0,94,75,6.91
478,Chunhuhub,MX,2022-07-16 19:33:05,19.55,-88.6833,99.1,27,49,3.78
479,Senanga,ZM,2022-07-16 19:33:05,-16.1167,23.2667,56.35,45,0,6.71
480,Shubarkuduk,KZ,2022-07-16 19:33:06,49.1447,56.4872,76.08,51,26,7.4
481,Lamu,KE,2022-07-16 19:33:06,-2.2717,40.902,75.63,83,100,17.2
482,Goure,NE,2022-07-16 19:33:06,13.9835,10.2704,84.02,45,87,9.28
483,Chor,PK,2022-07-16 19:33:07,25.5167,69.7667,86.85,73,83,12.71
484,Polunochnoye,RU,2022-07-16 19:33:07,60.8697,60.4153,63.39,96,100,1.81
485,Falmouth,GB,2022-07-16 19:33:08,50.1544,-5.0711,70.7,64,77,12.66
486,Tahta,EG,2022-07-16 19:33:08,26.7693,31.5021,83.3,29,2,12.08
487,Aykhal,RU,2022-07-16 19:33:08,66.0,111.5,50.54,97,100,15.3
488,Ulu-Telyak,RU,2022-07-16 19:33:09,54.9086,56.9669,61.03,96,0,2.3
489,Kousseri,CM,2022-07-16 19:33:09,12.0769,15.0306,76.78,78,100,1.39
490,Ourossogui,SN,2022-07-16 19:33:10,15.6064,-13.3211,99.5,30,91,14.36
491,Broken Hill,AU,2022-07-16 19:33:10,-31.95,141.4333,44.67,37,0,12.33
492,Axim,GH,2022-07-16 19:33:11,4.8699,-2.2405,75.65,83,100,9.55
493,Kuah,MY,2022-07-16 19:33:11,6.3265,99.8432,80.58,89,20,4.61
494,Suhbaatar,MN,2022-07-16 19:33:11,50.2314,106.2078,53.83,78,3,1.74
495,Surab,PK,2022-07-16 19:33:12,28.4914,66.2585,72.79,66,13,7.78
496,Bereda,ES,2022-07-16 19:30:39,43.2686,-7.5406,81.57,74,100,2.24
497,Banda Aceh,ID,2022-07-16 19:33:12,5.5577,95.3222,79.11,83,96,10.76
498,Terrace,CA,2022-07-16 19:33:13,54.5163,-128.6035,60.71,72,75,4.61
499,Palu,ID,2022-07-16 19:33:13,-0.8917,119.8707,75.61,94,100,3.53
500,Verkhnetulomskiy,RU,2022-07-16 19:33:14,68.6073,31.7962,59.13,94,93,1.83
501,Kumluca,TR,2022-07-16 19:34:14,36.3703,30.2869,84.65,43,0,4.83
502,Colac,AU,2022-07-16 19:34:14,-38.3333,143.5833,50.16,93,100,15.14
503,Gulu,UG,2022-07-16 19:34:15,2.7746,32.299,63.9,97,46,4.97
504,Abu Samrah,SY,2022-07-16 19:34:15,35.3029,37.1841,75.15,60,0,11.59
505,Ewo,CG,2022-07-16 19:34:15,-0.8725,14.8206,86.85,34,87,2.84
506,Yamoussoukro,CI,2022-07-16 19:34:15,6.8206,-5.2767,78.69,88,75,2.3
507,Guiratinga,BR,2022-07-16 19:34:16,-16.3494,-53.7583,92.95,22,63,4.88
508,Moree,AU,2022-07-16 19:34:16,-29.4667,149.85,45.73,70,1,9.13
509,Kongolo,CD,2022-07-16 19:34:16,-5.3833,27.0,80.47,37,25,3.31
510,Gat,IL,2022-07-16 19:34:17,31.61,34.7642,78.82,100,0,3.96
511,Benghazi,LY,2022-07-16 19:34:17,32.1167,20.0667,78.64,71,0,13.02
512,Ozinki,RU,2022-07-16 19:34:18,51.1786,49.6769,73.0,49,89,8.28
513,Acajutla,SV,2022-07-16 19:34:18,13.5928,-89.8275,84.67,69,100,6.38
514,Tiznit,MA,2022-07-16 19:34:19,29.5833,-9.5,79.12,52,51,2.13
515,Yining,CN,2022-07-16 19:34:19,29.0361,114.5636,81.3,82,100,2.28
516,Poya,NC,2022-07-16 19:34:19,-21.35,165.15,61.43,71,0,5.82
517,Peniche,PT,2022-07-16 19:34:20,39.3558,-9.3811,77.29,79,3,9.98
518,Kendari,ID,2022-07-16 19:34:20,-3.945,122.4989,73.74,92,100,3.11
519,Adre,TD,2022-07-16 19:34:21,13.4667,22.2,77.83,65,100,7.63
520,Muli,MV,2022-07-16 19:34:21,2.9167,73.5667,83.01,75,54,5.06
521,Kangaba,ML,2022-07-16 19:34:21,11.9333,-8.4167,75.78,89,100,4.74
522,Asosa,ET,2022-07-16 19:34:22,10.0667,34.5333,59.13,90,100,3.47
523,Srednekolymsk,RU,2022-07-16 19:34:22,67.45,153.6833,52.54,71,100,6.04
524,Kamaishi,JP,2022-07-16 19:34:22,39.2667,141.8833,71.46,98,100,2.15
525,Tarauaca,BR,2022-07-16 19:34:23,-8.1614,-70.7656,82.65,74,96,2.46
526,Sao Filipe,CV,2022-07-16 19:34:23,14.8961,-24.4956,75.76,83,20,6.51
527,Maneadero,MX,2022-07-16 19:34:24,31.7167,-116.5667,72.1,79,23,5.99
528,Sultanpur,IN,2022-07-16 19:34:24,26.2667,82.0667,93.04,46,2,13.8
529,La Ronge,CA,2022-07-16 19:34:24,55.1001,-105.2842,79.02,69,40,12.66
530,Zhengjiatun,CN,2022-07-16 19:34:25,43.5064,123.5064,64.94,94,99,5.46
531,Makakilo City,US,2022-07-16 19:34:25,21.3469,-158.0858,80.92,60,75,13.8
532,Honningsvag,NO,2022-07-16 19:34:26,70.9821,25.9704,51.55,93,100,16.11
533,Half Moon Bay,US,2022-07-16 19:34:26,37.4636,-122.4286,89.53,62,0,14.97
534,Grand Gaube,MU,2022-07-16 19:34:26,-20.0064,57.6608,72.0,70,2,7.0
535,Whitehorse,CA,2022-07-16 19:32:21,60.7161,-135.0538,63.01,58,75,12.66
536,Coos Bay,US,2022-07-16 19:34:27,43.3665,-124.2179,68.99,84,100,11.5
537,Nyurba,RU,2022-07-16 19:34:27,63.2842,118.3319,56.01,98,73,3.69
538,Caceres,ES,2022-07-16 19:34:28,39.522,-6.3748,95.23,13,1,7.87
539,Alofi,NU,2022-07-16 19:34:28,-19.0595,-169.9187,73.29,83,51,4.61
540,Omsukchan,RU,2022-07-16 19:34:28,62.5333,155.8,61.86,89,100,2.82
541,Bagula,IN,2022-07-16 19:34:29,23.3167,88.65,81.59,85,76,9.48
542,Uruzgan,AF,2022-07-16 19:34:29,32.8333,66.0,80.38,32,0,1.66
543,Quimperle,FR,2022-07-16 19:34:30,47.8667,-3.55,86.76,28,0,8.05
544,Banjarmasin,ID,2022-07-16 19:34:30,-3.3244,114.591,75.34,97,36,2.57
545,Sinnamary,GF,2022-07-16 19:34:31,5.3833,-52.95,81.34,82,31,7.78
546,Naifaru,MV,2022-07-16 19:34:31,5.4444,73.3657,81.41,78,38,6.02
547,Andra,RU,2022-07-16 19:34:31,62.5147,65.8878,57.54,62,100,7.18
548,Tarata,BO,2022-07-16 19:35:32,-17.6167,-66.0167,74.62,13,27,2.84
549,Alberton,CA,2022-07-16 19:35:32,46.8168,-64.0654,75.29,58,37,11.03
550,Groningen,NL,2022-07-16 19:35:33,53.25,6.75,61.14,70,100,6.91
551,Mount Gambier,AU,2022-07-16 19:35:33,-37.8333,140.7667,51.71,93,75,13.8
552,Alugan,PH,2022-07-16 19:35:33,12.2188,125.4808,77.5,90,100,5.03
553,Naze,JP,2022-07-16 19:35:34,28.3667,129.4833,76.12,87,100,13.71
554,Osoyoos,CA,2022-07-16 19:35:34,49.0331,-119.4524,83.16,26,0,8.05
555,Kudahuvadhoo,MV,2022-07-16 19:35:35,2.6708,72.8944,82.51,78,89,7.05
556,Lhanbryde,GB,2022-07-16 19:35:35,57.6167,-3.2167,65.08,69,75,12.66
557,Dholka,IN,2022-07-16 19:35:35,22.7167,72.4667,84.58,83,81,14.67
558,Deputatskiy,RU,2022-07-16 19:35:36,69.3,139.9,46.72,69,99,4.0
559,Valdivia,CL,2022-07-16 19:35:36,-39.8142,-73.2459,42.89,88,100,6.73
560,Taoudenni,ML,2022-07-16 19:35:37,22.6783,-3.9836,105.12,16,71,16.26
561,Moose Factory,CA,2022-07-16 19:35:37,51.2585,-80.6094,71.58,78,75,11.5
562,Kailua,US,2022-07-16 19:35:37,21.4022,-157.7394,82.38,72,75,11.5
563,Palmer,US,2022-07-16 19:34:41,42.1584,-72.3287,82.51,60,75,6.91
564,Marshall,US,2022-07-16 19:35:38,34.3834,-86.3333,95.32,45,75,5.75
565,Daru,PG,2022-07-16 19:35:38,-9.0763,143.2092,75.27,81,75,12.5
566,Bambanglipuro,ID,2022-07-16 19:35:39,-7.95,110.2833,75.51,88,86,6.69
567,Hasaki,JP,2022-07-16 19:35:24,35.7333,140.8333,73.8,92,100,18.63
568,Burdur,TR,2022-07-16 19:35:39,37.7203,30.2908,74.1,43,0,6.91
569,Samoylovka,RU,2022-07-16 19:35:39,51.184,43.7081,68.85,73,100,7.9
570,Andenes,NO,2022-07-16 19:35:40,69.3143,16.1194,50.94,87,100,12.66
571,Barahona,DO,2022-07-16 19:35:40,18.2085,-71.1008,89.42,70,20,17.27
572,Horni Plana,CZ,2022-07-16 19:35:40,48.7674,14.0326,58.01,67,34,3.06
573,Luganville,VU,2022-07-16 19:35:41,-15.5333,167.1667,76.77,87,94,17.2
574,Hongjiang,CN,2022-07-16 19:35:41,27.11,109.9956,81.66,82,100,4.92
575,Babai,IN,2022-07-16 19:35:42,22.7,77.9333,77.72,93,100,4.25
576,Gamba,GA,2022-07-16 19:35:42,-2.65,10.0,70.11,91,100,6.44
577,Qasigiannguit,GL,2022-07-16 19:35:42,68.8193,-51.1922,46.65,76,46,5.01
578,Zhigansk,RU,2022-07-16 19:35:43,66.7697,123.3711,47.19,84,100,17.87
579,San Jose,US,2022-07-16 19:32:55,37.3394,-121.895,94.69,48,0,5.75
580,Cadiz,ES,2022-07-16 19:35:43,36.5,-5.75,86.76,43,0,13.33
581,Krasnyy Yar,RU,2022-07-16 19:35:44,46.5331,48.3456,78.73,36,4,8.41
582,Kargil,IN,2022-07-16 19:35:44,34.5667,76.1,58.03,55,88,7.18
583,Gornopravdinsk,RU,2022-07-16 19:35:44,60.05,69.9,55.08,92,57,5.46
584,Mount Isa,AU,2022-07-16 19:31:12,-20.7333,139.5,40.77,87,0,0.0
585,Montepuez,MZ,2022-07-16 19:35:45,-13.1256,38.9997,68.02,63,100,10.94
586,Petropavlovsk-Kamchatskiy,RU,2022-07-16 19:31:25,53.0452,158.6483,55.99,100,100,2.24
587,Zapolyarnyy,RU,2022-07-16 19:33:16,69.4154,30.8136,52.88,94,95,4.16
588,Gnjilane,XK,2022-07-16 19:35:45,42.4604,21.4699,77.32,49,78,4.59
589,Tazovskiy,RU,2022-07-16 19:35:46,67.4667,78.7,55.94,64,100,7.76
590,Mayor Pablo Lagerenza,PY,2022-07-16 19:35:46,-19.9309,-60.7718,57.47,68,100,12.62
591,Moen,NO,2022-07-16 19:35:46,69.1304,18.6123,50.72,93,75,3.44
